FAC_NAME,YEAR_QTR,YEAR,PrivatePublic,TotalMargin,TYPE_HOSP
METHODIST HOSPITAL OF SOUTHERN CAL,20024,2002,Private,0.022866698,Comparable
METROPOLITAN STATE HOSPITAL,20024,2002,Public,-0.001779829,State Hospitals
MIRACLE MILE MEDICAL CENTER,20024,2002,Private,-0.319762105,Comparable
MISSION COMMUNITY HOSPITAL - PANORAMA,20024,2002,Private,-0.063026258,Comparable
MISSION HOSPITAL REGIONAL MEDICAL CENTER,20024,2002,Private,0.047125272,Comparable
MODOC MEDICAL CENTER,20024,2002,Public,0.015798164,Comparable
MONROVIA COMMUNITY HOSPITAL,20024,2002,Private,-0.02734698,Comparable
MONTCLAIR HOSPITAL MEDICAL CENTER,20024,2002,Private,-0.09060464,Comparable
MONTEREY PARK HOSPITAL,20024,2002,Private,0.205740074,Comparable
MORENO VALLEY COMMUNITY HOSPITAL,20024,2002,Public,-0.037179393,Comparable
MOTION PICTURE & TELEVISION HOSPITAL,20024,2002,Private,-0.461891429,Comparable
MOUNTAINS COMMUNITY HOSPITAL,20024,2002,Public,0.057606247,Comparable
NAPA STATE HOSPITAL,20024,2002,Public,-1.854513421,State Hospitals
NATIVIDAD MEDICAL CENTER,20024,2002,Public,-0.03640802,Comparable
NELSON M HOLDERMAN MEMORIAL HOSPITAL,20024,2002,Public,0,State Hospitals
NEWPORT BAY HOSPITAL,20024,2002,Private,0.04218386,Comparable
NORTH BAY MEDICAL CENTER,20024,2002,Private,0.032209448,Comparable
NORTHERN CALIF REHABILITATION HOSPITAL,20024,2002,Private,0.113054052,Comparable
NORTHERN INYO HOSPITAL,20024,2002,Public,0.01908673,Comparable
NORTHRIDGE HOSPITAL MEDICAL CENTER,20024,2002,Private,0.014134803,Comparable
NORTHRIDGE HOSPITAL MEDICAL CTR-SHERMAN,20024,2002,Private,-0.062872742,Comparable
NOVATO COMMUNITY HOSPITAL - CURRENT LOC,20024,2002,Private,0.043648465,Comparable
O CONNOR HOSPITAL,20024,2002,Private,0.061933717,Comparable
OAK VALLEY DISTRICT HOSPITAL,20024,2002,Public,0.030346728,Comparable
OASIS PSYCHIATRIC HEALTH FACILITY,20024,2002,Private,0.009276032,Psychiatric Health Facilities
OJAI VALLEY COMMUNITY HOSPITAL,20024,2002,Private,0.009031689,Comparable
OLYMPIA MEDICAL CENTER,20024,2002,Private,0.235038505,Comparable
ORANGE COAST MEMORIAL MEDICAL CENTER,20024,2002,Private,0.007511253,Comparable
ORANGE COUNTY COMM HOSP - BUENA PARK,20024,2002,Private,-0.30700533,Comparable
OROVILLE HOSPITAL,20024,2002,Private,0.025478421,Comparable
ORTHOPAEDIC HOSPITAL,20024,2002,Private,-0.147681929,Comparable
PACIFIC ALLIANCE MEDICAL CENTER,20024,2002,Private,0.341385679,Comparable
PACIFIC HOSPITAL OF LONG BEACH,20024,2002,Private,0.146015395,Comparable
PACIFIC SHORES,20024,2002,Private,0.55163718,Comparable
PACIFICA HOSPITAL OF THE VALLEY,20024,2002,Private,-0.168435734,Comparable
PALM DRIVE HOSPITAL,20024,2002,Public,-0.055210732,Comparable
PALO VERDE HOSPITAL,20024,2002,Private,0.130762307,Comparable
PALOMAR MEDICAL CENTER,20024,2002,Public,0.049146666,Comparable
PARADISE VALLEY HOSPITAL,20024,2002,Private,-0.007497044,Comparable
PARKVIEW COMMUNITY HOSPITAL,20024,2002,Private,-0.351456031,Comparable
PATIENTS HOSPITAL OF REDDING,20024,2002,Private,0.072490317,Comparable
PATTON STATE HOSPITAL,20024,2002,Public,-0.001320377,State Hospitals
PENINSULA MEDICAL CENTER,20024,2002,Private,0.089256367,Comparable
PETALUMA VALLEY HOSPITAL,20024,2002,Private,-0.038398141,Comparable
PINE GROVE HOSPITAL,20024,2002,Private,-0.379891962,Comparable
PIONEERS MEMORIAL HOSPITAL,20024,2002,Public,0.022415932,Comparable
PLACENTIA-LINDA COMMUNITY HOSPITAL,20024,2002,Private,0.170137599,Comparable
PLUMAS DISTRICT HOSPITAL,20024,2002,Public,-0.003518807,Comparable
POMERADO HOSPITAL,20024,2002,Public,-0.014324561,Comparable
POMONA VALLEY HOSPITAL MEDICAL CENTER,20024,2002,Private,-0.001876615,Comparable
PORTERVILLE STATE HOSPITAL,20024,2002,Public,0.159656563,State Hospitals
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,20024,2002,Private,0.056279231,Comparable
PROMISE HOSPITAL OF EAST LOS ANGELES,20024,2002,Private,-0.270071474,Comparable
PROMISE HOSPITAL OF SAN DIEGO,20024,2002,Private,0.034249164,Comparable
PROVIDENCE HOLY CROSS MEDICAL CENTER,20024,2002,Private,-0.00282309,Comparable
PROVIDENCE SAINT JOSEPH MEDICAL CENTER,20024,2002,Private,-0.013407621,Comparable
QUEEN OF THE VALLEY HOSPITAL,20024,2002,Private,0.0587884,Comparable
REDBUD COMMUNITY HOSPITAL,20024,2002,Private,-0.023090095,Comparable
REDLANDS COMMUNITY HOSPITAL,20024,2002,Private,0.036005296,Comparable
REDWOOD MEMORIAL HOSPITAL,20024,2002,Private,-0.052123598,Comparable
REGIONAL MEDICAL CENTER OF SAN JOSE,20024,2002,Private,-0.154207925,Comparable
REHABILITATION INST AT SANTA BARBARA,20024,2002,Private,-0.049931751,Comparable
RESNICK NEUROPSYCHIATRIC HOSP AT UCLA,20024,2002,Private,0.114886336,Comparable
RIDEOUT MEMORIAL HOSPITAL,20024,2002,Private,-0.007157774,Comparable
RIDGECREST REGIONAL HOSPITAL,20024,2002,Private,0.086467745,Comparable
RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,20024,2002,Private,-0.025340351,Comparable
RIVERSIDE COMMUNITY HOSPITAL,20024,2002,Private,0.108318091,Comparable
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,20024,2002,Public,0.235999744,Comparable
ROBERT F. KENNEDY MEDICAL CENTER,20024,2002,Private,-0.14763714,Comparable
S.T.A.R.S. PSYCHIATRIC HEALTH FACILITY -,20024,2002,Private,-0.012321768,Psychiatric Health Facilities
SACRAMENTO COUNTY MENTAL HEALTH TRMT CTR,20024,2002,Public,-0.220194761,Psychiatric Health Facilities
SADDLEBACK MEMORIAL MEDICAL CENTER,20024,2002,Private,0.024319941,Comparable
SALINAS VALLEY MEMORIAL HOSPITAL,20024,2002,Public,0.043720483,Comparable
SAN ANTONIO COMMUNITY HOSPITAL,20024,2002,Private,0.037681731,Comparable
SAN CLEMENTE HOSPITAL AND MEDICAL CENTER,20024,2002,Private,0.003874407,Comparable
SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,20024,2002,Public,-0.299127968,LTC Emphasis
SAN DIEGO HOSPICE ACUTE CARE CENTER,20024,2002,Private,0.452295108,Comparable
SAN DIMAS COMMUNITY HOSPITAL,20024,2002,Private,0.141881802,Comparable
SAN FRANCISCO GENERAL HOSP MED CTR,20024,2002,Public,-0.282908573,Comparable
SAN GABRIEL VALLEY MEDICAL CENTER,20024,2002,Private,-0.017557259,Comparable
SAN GORGONIO MEMORIAL HOSPITAL,20024,2002,Public,-0.130486063,Comparable
SAN JOAQUIN COMMUNITY HOSPITAL,20024,2002,Private,0.042520469,Comparable
SAN JOAQUIN COUNTY MENTAL HEALTH SERVICE,20024,2002,Public,0,Psychiatric Health Facilities
SAN JOAQUIN GENERAL HOSPITAL,20024,2002,Public,-0.067811414,Comparable
SAN JOAQUIN VALLEY REHAB HOSPITAL,20024,2002,Private,0.095130879,Comparable
SAN JOSE MEDICAL CENTER,20024,2002,Private,-0.090794911,Comparable
SAN LEANDRO HOSPITAL,20024,2002,Private,-0.020292106,Comparable
SAN LUIS OBISPO COUNTY MENTAL HEALTH,20024,2002,Public,0.061487687,Comparable
SAN LUIS OBISPO GENERAL HOSPITAL,20024,2002,Public,0.143758652,Comparable
SAN MATEO MEDICAL CENTER,20024,2002,Public,0.043148091,Comparable
SAN RAMON REGIONAL MEDICAL CENTER,20024,2002,Private,0.17122983,Comparable
SANTA ANA HOSPITAL MEDICAL CENTER,20024,2002,Private,-0.072297354,Comparable
SANTA BARBARA COTTAGE HOSPITAL,20024,2002,Private,0.051583497,Comparable
SANTA BARBARA COUNTY - PHF,20024,2002,Public,-1.110632991,Psychiatric Health Facilities
SANTA CLARA VALLEY MEDICAL CENTER,20024,2002,Public,0.08750687,Comparable
SANTA MONICA - UCLA MEDICAL CENTER,20024,2002,Private,-0.24397424,Comparable
SANTA PAULA MEMORIAL HOSPITAL,20024,2002,Private,0.068231978,Comparable
SANTA ROSA MEMORIAL HOSPITAL,20024,2002,Private,0.011743022,Comparable
SANTA TERESITA HOSPITAL,20024,2002,Private,-0.044235491,Comparable
SANTA YNEZ VALLEY COTTAGE HOSPITAL,20024,2002,Private,0.155776944,Comparable
SCRIPPS GREEN HOSPITAL,20024,2002,Private,0.0467196,Comparable
SCRIPPS MEMORIAL HOSPITAL - CHULA VISTA,20024,2002,Private,-0.118312173,Comparable
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20024,2002,Private,-0.002452419,Comparable
SCRIPPS MEMORIAL HOSPITAL-LA JOLLA,20024,2002,Private,0.034596878,Comparable
SCRIPPS MERCY HOSPITAL,20024,2002,Private,0.09398977,Comparable
SELMA DISTRICT HOSPITAL,20024,2002,Private,-0.008167865,Comparable
SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY,20024,2002,Public,0.155208946,Psychiatric Health Facilities
SENECA HEALTHCARE DISTRICT,20024,2002,Public,-0.119133344,Comparable
SEQUOIA HOSPITAL,20024,2002,Private,0.056075002,Comparable
SETON MEDICAL CENTER,20024,2002,Private,0.08685008,Comparable
SETON MEDICAL CENTER - COASTSIDE,20024,2002,Private,-0.287249994,Comparable
SHARP CABRILLO HOSPITAL,20024,2002,Private,0.114541391,Comparable
SHARP CHULA VISTA MEDICAL CENTER,20024,2002,Private,-0.002210299,Comparable
SHARP CORONADO HOSPITAL & HEALTHCARE CTR,20024,2002,Private,-0.019303219,Comparable
SHARP MARY BIRCH HOSPITAL FOR WOMEN,20024,2002,Private,0.087654357,Comparable
SHARP MEMORIAL HOSPITAL,20024,2002,Private,0.093395983,Comparable
SHARP VISTA PACIFICA,20024,2002,Private,0.37167879,Comparable
SHASTA CO MENTAL HEALTH SERVICES- PHF,20024,2002,Public,0.059582338,Psychiatric Health Facilities
SHASTA REGIONAL MEDICAL CENTER,20024,2002,Private,0.356998341,Comparable
SHERMAN OAKS HOSPITAL & HEALTH CENTER,20024,2002,Private,0.103193527,Comparable
SHRINERS HOSPITAL FOR CHILDREN,20024,2002,Private,-164.0020582,Shriners Hospitals
SHRINERS HOSPITALS FOR CHILDREN NORTHERN,20024,2002,Private,#DIV/0!,Shriners Hospitals
SIERRA KINGS DISTRICT HOSPITAL,20024,2002,Public,-0.023439544,Comparable
SIERRA NEVADA MEMORIAL HOSPITAL,20024,2002,Private,-0.00256897,Comparable
SIERRA VALLEY DISTRICT HOSPITAL,20024,2002,Public,-0.158930995,Comparable
SIERRA VIEW DISTRICT HOSPITAL,20024,2002,Public,0.16725857,Comparable
SIERRA VISTA HOSPITAL,20024,2002,Private,0.136181821,Comparable
SIERRA VISTA REGIONAL MEDICAL CENTER,20024,2002,Private,0.266399961,Comparable
SIMI VALLEY HOSP & HLTH SVCS-SYCAMORE,20024,2002,Private,-0.013722464,Comparable
SONOMA DEVELOPMENTAL CENTER,20024,2002,Public,0.000503763,State Hospitals
SONOMA VALLEY HOSPITAL,20024,2002,Public,0.010423545,Comparable
SONORA COMMUNITY HOSPITAL - FOREST,20024,2002,Private,0.023520498,Comparable
SOUTH BAY COMMUNITY HOSPITAL,20024,2002,Private,-0.129296355,Comparable
SOUTH COAST MEDICAL CENTER,20024,2002,Private,-0.090710991,Comparable
SOUTHERN INYO HOSPITAL,20024,2002,Public,-0.077146996,Comparable
SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,20024,2002,Private,0.250404866,Comparable
SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,20022,2002,Private,0.22408114,Comparable
ST. AGNES MEDICAL CENTER,20024,2002,Private,0.032557361,Comparable
ST. BERNARDINE MEDICAL CENTER,20024,2002,Private,-0.007169765,Comparable
ST. ELIZABETH COMMUNITY HOSPITAL,20024,2002,Private,0.105176601,Comparable
ST. FRANCIS MED CTR-SANTA BARBARA,20024,2002,Private,-0.239171665,Comparable
ST. FRANCIS MEDICAL CENTER,20024,2002,Private,0.05535563,Comparable
ST. FRANCIS MEMORIAL HOSPITAL,20024,2002,Private,-0.004247115,Comparable
ST. HELENA HOSPITAL,20024,2002,Private,0.126878938,Comparable
ST. HELENA HOSPITAL BEH HLT CTR,20024,2002,Private,0.027617724,Comparable
ST. JOHNS HOSPITAL AND HEALTH CENTER,20024,2002,Private,-0.020471268,Comparable
ST. JOHNS PLEASANT VALLEY HOSPITAL,20024,2002,Private,0.121094453,Comparable
ST. JOHNS REGIONAL MEDICAL CENTER,20024,2002,Private,0.043455488,Comparable
ST. JOSEPH HOSPITAL - EUREKA,20024,2002,Private,-0.079105661,Comparable
ST. JOSEPH HOSPITAL - ORANGE,20024,2002,Private,0.046033153,Comparable
ST. JOSEPHS BEHAVIORAL HEALTH CENTER,20024,2002,Private,0.055776737,Comparable
ST. JOSEPHS MEDICAL CENTER OF STOCKTON,20024,2002,Private,0.021372724,Comparable
ST. JUDE MEDICAL CENTER,20024,2002,Private,0.036071066,Comparable
ST. LOUISE REGIONAL HOSPITAL,20024,2002,Private,-0.010706369,Comparable
ST. LUKE MEDICAL CENTER,20021,2002,Private,-3.957340409,Comparable
ST. LUKES HOSPITAL,20024,2002,Private,-0.349341873,Comparable
ST. MARY  MEDICAL CENTER,20024,2002,Private,0.048913174,Comparable
ST. MARY MEDICAL CENTER,20024,2002,Private,-0.050109378,Comparable
ST. MARYS MEDICAL CENTER,20024,2002,Private,0.037766591,Comparable
ST. ROSE HOSPITAL,20024,2002,Private,-0.227437486,Comparable
ST. VINCENT MEDICAL CENTER,20024,2002,Private,-0.09480148,Comparable
STANFORD UNIVERSITY HOSPITAL,20024,2002,Private,0.030256926,Comparable
STANISLAUS BEHAVIORNAL HEALTH CENTER,20024,2002,Public,-0.053961017,Comparable
STANISLAUS SURG CENTER,20024,2002,Private,0.014763182,Comparable
STAR VIEW ADOLESCENT - PHF,20024,2002,Private,0.550964572,Psychiatric Health Facilities
SUBURBAN MEDICAL CENTER,20024,2002,Private,0.127523609,Comparable
SUMMIT MEDICAL CENTER,20024,2002,Private,-0.01822205,Comparable
SUN HEALTH ROBERT H BALLARD REHAB HSP,20024,2002,Private,0.191684618,Comparable
SURPRISE VALLEY COMMUNITY HOSPITAL,20024,2002,Public,-0.068014252,Comparable
SUTTER AMADOR HOSPITAL,20024,2002,Private,0.118629118,Comparable
SUTTER AUBURN FAITH HOSPITAL,20024,2002,Private,0.03421191,Comparable
SUTTER CENTER FOR PSYCHIATRY,20024,2002,Private,0.102163166,Comparable
SUTTER COAST HOSPITAL,20024,2002,Private,0.060153646,Comparable
SUTTER DAVIS HOSPITAL,20024,2002,Private,0.130337388,Comparable
SUTTER DELTA MEDICAL CENTER,20024,2002,Private,0.15059384,Comparable
SUTTER LAKESIDE HOSPITAL,20024,2002,Private,-0.038087102,Comparable
SUTTER MATERNITY & SURGERY CENTER,20024,2002,Private,0.138794645,Comparable
SUTTER MEDICAL CENTER OF SANTA ROSA,20024,2002,Private,-0.1059222,Comparable
SUTTER MEDICAL CENTER-SACRAMENTO,20024,2002,Private,0.104942383,Comparable
SUTTER ROSEVILLE MEDICAL CENTER,20024,2002,Private,0.255445876,Comparable
SUTTER SOLANO MEDICAL CENTER,20024,2002,Private,0.183076175,Comparable
SUTTER TRACY COMMUNITY HOSPITAL,20024,2002,Private,0.335191519,Comparable
SUTTER WARRACK HOSPITAL,20024,2002,Private,-0.091863437,Comparable
SUTTER-YUBA - PHF,20024,2002,Public,-0.307911846,Psychiatric Health Facilities
TAHOE FOREST HOSPITAL,20024,2002,Public,0.063610733,Comparable
TARZANA TREATMENT CENTER,20024,2002,Private,0.126903833,Comparable
TEHACHAPI HOSPITAL,20024,2002,Public,-0.034785761,Comparable
TELECARE PLACER CO - P.H.F.,20024,2002,Private,0.059156144,Psychiatric Health Facilities
TELECARE SOLANO - PHF,20024,2002,Private,-0.166846934,Psychiatric Health Facilities
TEMPLE COMMUNITY HOSPITAL,20024,2002,Private,0.067881479,Comparable
THUNDER ROAD CHEMICAL DEPENDCY RCVRY HSP,20024,2002,Private,-0.019775893,Comparable
TOM REDGATE MEMORIAL RECOVERY CENTER,20024,2002,Private,-0.110317946,Comparable
TORRANCE MEMORIAL MEDICAL CENTER,20024,2002,Private,0.048261879,Comparable
TRI-CITY MEDICAL CENTER,20024,2002,Public,0.016642646,Comparable
TRI-CITY REGIONAL MEDICAL CENTER,20024,2002,Private,0.079977386,Comparable
TRINITY GENERAL HOSPITAL,20024,2002,Public,-0.172490608,Comparable
TULARE DISTRICT HOSPITAL,20024,2002,Public,-0.04704099,Comparable
TUOLUMNE GENERAL HOSPITAL,20024,2002,Public,-0.011119024,Comparable
TUSTIN HOSPITAL MEDICAL CENTER,20024,2002,Private,-1.18662217,Comparable
TUSTIN REHABILITATION HOSPITAL,20024,2002,Private,0.138887224,Comparable
TWIN CITIES COMMUNITY HOSPITAL,20024,2002,Private,0.330290695,Comparable
UCLA MEDICAL CENTER,20024,2002,Private,0.047272294,Comparable
UCSF MEDICAL CENTER,20024,2002,Private,0.029728088,Comparable
UKIAH VALLEY MEDICAL CENTER,20024,2002,Private,0.039068381,Comparable
UNIVERSITY OF CALIF - SAN DIEGO MED CTR,20024,2002,Private,0.179690842,Comparable
UNIVERSITY OF CALIFORNIA DAVIS MED CTR,20024,2002,Private,0.095332232,Comparable
UNIVERSITY OF CALIFORNIA IRVINE MED CTR,20024,2002,Private,0.212546827,Comparable
USC KENNETH NORRIS JR. CANCER HOSPITAL,20024,2002,Private,0.051358654,Comparable
USC UNIVERSITY HOSPITAL,20024,2002,Private,0.283361419,Comparable
VACA VALLEY HOSPITAL,20024,2002,Private,0.205929771,Comparable
VALLEY MEMORIAL HOSPITAL,20024,2002,Private,0.060232357,Comparable
VALLEY PLAZA DOCTORS HOSPITAL,20024,2002,Private,0.040051963,Comparable
VALLEY PRESBYTERIAN HOSPITAL,20024,2002,Private,-0.109225747,Comparable
VENTURA COUNTY MEDICAL CENTER,20024,2002,Public,0.157221686,Comparable
VERDUGO HILLS HOSPITAL,20024,2002,Private,-0.029130771,Comparable
VICTOR VALLEY COMMUNITY HOSPITAL,20024,2002,Private,-0.003188901,Comparable
WASHINGTON HOSPITAL - FREMONT,20024,2002,Public,0.090075332,Comparable
WATSONVILLE COMMUNITY HOSPITAL,20024,2002,Private,0.146647067,Comparable
WEST ANAHEIM MEDICAL CENTER,20024,2002,Private,0.114787177,Comparable
WEST HILLS HOSPITAL & MEDICAL CENTER,20024,2002,Private,0.01320294,Comparable
WESTERN MEDICAL CENTER-ANAHEIM,20024,2002,Private,0.046150738,Comparable
WESTERN MEDICAL CENTER-SANTA ANA,20024,2002,Private,0.215258377,Comparable
WHITE MEMORIAL MEDICAL CENTER,20024,2002,Private,0.008289094,Comparable
WHITTIER HOSPITAL MEDICAL CENTER,20024,2002,Private,-0.022081114,Comparable
WOODLAND MEMORIAL HOSPITAL,20024,2002,Private,0.046200796,Comparable
AGNEWS STATE HOSPITAL,20034,2003,Public,0.000133506,State Hospitals
ALAMEDA COUNTY MEDICAL CENTER,20034,2003,Public,0.078017282,Comparable
ALAMEDA HOSPITAL,20034,2003,Private,-0.002400141,Comparable
ALHAMBRA HOSPITAL,20034,2003,Private,0.097790826,Comparable
ALTA BATES SUMMIT MED CTR-ALTA BATES,20034,2003,Private,0.091902577,Comparable
ALVARADO HOSPITAL MEDICAL CENTER,20034,2003,Private,0.10253817,Comparable
ALVARADO PARKWAY INSTITUTE BHS,20034,2003,Private,0.051724587,Comparable
AMERICAN RECOVERY CENTER,20034,2003,Private,-0.03781944,Comparable
ANAHEIM GENERAL HOSPITAL,20034,2003,Private,-0.119466306,Comparable
ANAHEIM MEMORIAL MEDICAL CENTER,20034,2003,Private,0.006590777,Comparable
ANTELOPE VALLEY HOSPITAL MEDICAL CENTER,20034,2003,Public,-0.093990187,Comparable
ARROWHEAD REGIONAL MEDICAL CENTER,20034,2003,Public,-0.034881119,Comparable
ARROYO GRANDE COMMUNITY HOSPITAL,20034,2003,Private,0.180731824,Comparable
ATASCADERO STATE HOSPITAL,20034,2003,Public,-3.47688E-05,State Hospitals
AURORA CHARTER OAK,20034,2003,Private,0.049647786,Comparable
AURORA SAN DIEGO,20034,2003,Private,-0.079174889,Comparable
AURORA VISTA DEL MAR HOSPITAL,20034,2003,Private,0.035062007,Comparable
BAKERSFIELD HEART HOSPITAL,20034,2003,Private,0.074637703,Comparable
BAKERSFIELD MEMORIAL HOSPITAL,20034,2003,Private,-0.000368528,Comparable
BANNER LASSEN MEDICAL CENTER,20034,2003,Private,0.185243827,Comparable
BARLOW HOSPITAL,20034,2003,Private,0.001057653,Comparable
BARSTOW COMMUNITY HOSPITAL,20034,2003,Private,0.302772257,Comparable
BARTON MEMORIAL HOSPITAL,20034,2003,Private,0.140172323,Comparable
BEAR VALLEY COMMUNITY HOSPITAL,20034,2003,Public,0.155283472,Comparable
BELLFLOWER MEDICAL CENTER,20034,2003,Private,0.038376135,Comparable
BETTY FORD CENTER OF EISENHOWER,20034,2003,Private,0.173625704,Comparable
BEVERLY HOSPITAL,20034,2003,Private,-0.101343251,Comparable
BHC ALHAMBRA HOSPITAL,20034,2003,Private,0.170715997,Comparable
BIGGS-GRIDLEY MEMORIAL HOSPITAL,20034,2003,Private,-0.045541779,Comparable
BREA COMMUNITY HOSPITAL,20034,2003,Private,-0.056909777,Comparable
BROTMAN MEDICAL CENTER,20034,2003,Private,-0.004342621,Comparable
BUTTE COUNTY MENTAL HEALTH - PHF,20034,2003,Public,-0.001414011,Psychiatric Health Facilities
CALIFORNIA HOSPITAL MEDICAL CENTER,20034,2003,Private,-0.126815164,Comparable
CALIFORNIA PACIFIC MEDICAL CENTER,20034,2003,Private,0.163556085,Comparable
CANYON RIDGE HOSPITAL,20034,2003,Private,0.028899595,Comparable
CASA COLINA HOSPITAL FOR REHABILITATIVE,20034,2003,Private,-0.010437355,Comparable
CATALINA ISLAND MEDICAL CENTER,20034,2003,Private,0.039693719,Comparable
CEDARS-SINAI MEDICAL CENTER,20034,2003,Private,0.018698974,Comparable
CENTINELA FREEMAN M.C-MEMORIAL,20034,2003,Private,-0.082559586,Comparable
CENTINELA FREEMAN MED CTR-CENTINELA,20034,2003,Private,0.035255228,Comparable
CENTINELA FREEMAN MED CTR-MARINA,20034,2003,Private,-0.15715564,Comparable
CENTRAL VALLEY GENERAL HOSPITAL,20034,2003,Private,0.002839968,Comparable
CENTRAL VALLEY ORTHOPEDIC & SPINE INST,20034,2003,Private,-0.407069479,Comparable
CENTURY CITY DOCTORS HOSPITAL,20034,2003,Private,-0.025126426,Comparable
CHAPMAN MEDICAL CENTER,20034,2003,Private,0.002574794,Comparable
CHILDRENS HOSP & RESEARCH CTR OAKLAND,20034,2003,Private,0.022130954,Comparable
CHILDRENS HOSP CENTRAL CALIF,20034,2003,Private,0.020638058,Comparable
CHILDRENS HOSPITAL AT MISSION,20034,2003,Private,0.088841828,Comparable
CHILDRENS HOSPITAL OF LOS ANGELES,20034,2003,Private,0.059603425,Comparable
CHILDRENS HOSPITAL OF ORANGE COUNTY,20034,2003,Private,0.020688342,Comparable
CHILDRENS HOSPITAL-SAN DIEGO,20034,2003,Private,-0.113816958,Comparable
CHILDRENS RECOVERY CENTER OF NORTHERN CA,20034,2003,Private,0.042397823,Comparable
CHINESE HOSPITAL,20034,2003,Private,0.089069308,Comparable
CHINO VALLEY MEDICAL CENTER,20034,2003,Private,-0.040705798,Comparable
CHOWCHILLA DISTRICT MEMORIAL HOSPITAL,20034,2003,Public,-0.11800359,Comparable
CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,20034,2003,Private,-0.015661242,Comparable
CITY OF ANGELS,20034,2003,Private,0.003607866,Comparable
CITY OF HOPE NATIONAL MEDICAL CENTER,20034,2003,Private,0.070091966,Comparable
CLOVIS COMMUNITY HOSPITAL,20034,2003,Private,0.049727424,Comparable
COALINGA REGIONAL MEDICAL CENTER,20034,2003,Public,0.006937052,Comparable
COAST PLAZA DOCTORS HOSPITAL,20034,2003,Private,0.124863027,Comparable
COASTAL COMMUNITIES HOSPITAL,20034,2003,Private,0.049338976,Comparable
